area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,22-Jun,Hoodi,3 BHK,GoAirej,1837,3,3,145
Plot  Area,Ready To Move,Haralur Road,4 Bedroom,,1200,4,,245
Super built-up  Area,Ready To Move,Kudlu Gate,2 BHK,ACiteda,1238,2,3,55
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Vasta C,1405,2,2,59.01
Super built-up  Area,Ready To Move,Doddaballapur,4 BHK,,1690,3,2,80
Built-up  Area,Ready To Move,Sathanur,3 BHK,,1620,2,1,110
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1673,3,2,115
Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,,1090,2,0,58
Super built-up  Area,Ready To Move,Varthur,2 BHK,DSingSt,1112,2,2,40
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,,1385,2,2,66.65
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Assha A,545,1,1,27
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,Mayne A,985,2,1,58
Super built-up  Area,20-Dec,Kanakpura Road,1 BHK,GolusLi,670 - 980,1,0,36.29
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,,1080,2,1,37.8
Super built-up  Area,19-Mar,Hosa Road,2 BHK,Sosisic,1430,2,1,97.52
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Malowr ,1050,2,2,43
Plot  Area,Ready To Move,Kumaraswami Layout,4 Bedroom,,2000,4,1,139
Built-up  Area,Ready To Move,Banashankari Stage VI,4 Bedroom,,4800,4,3,190
Built-up  Area,Ready To Move,ITI Layout,3 BHK,Arnorya,1533,3,2,115
Plot  Area,Ready To Move,Ramamohanapuram,4 Bedroom,,2800,3,2,500
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Vaonyi ,2610,3,,399
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,RothaVa,1750,3,2,150
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,,1200,2,0,66
Super built-up  Area,Ready To Move,Prithvi Layout,2 BHK,Prlmsge,1352,2,2,87.5
Super built-up  Area,Ready To Move,Harlur,3 BHK,SosicCl,1754,3,2,125
Built-up  Area,Ready To Move,Tejaswini Nagar,3 BHK,Paion P,1560,3,2,85
Super built-up  Area,18-Jul,Bannerghatta,4 BHK,Mamespa,3012,6,2,268
Super built-up  Area,Ready To Move,Whitefield,4 BHK,,3584,4,,199
Super built-up  Area,Ready To Move,Channasandra,3 BHK,Pritehi,1470,2,1,90
Built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,NaensGa,1035,2,1,45
Plot  Area,Ready To Move,Whitefield,4 Bedroom,PrOakSi,2400,5,,329
Built-up  Area,Ready To Move,Kammanahalli,2 BHK,,1160,2,1,52
Super built-up  Area,Ready To Move,Jakkur,2 BHK,Elidet ,1100,2,2,52
Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,,1170,2,,38
Super built-up  Area,19-Dec,Bannerghatta Road,1 BHK,Hiatei ,595,1,1,31.83
Super built-up  Area,Ready To Move,HSR Layout,3 BHK,Brstark,1650,3,2,110
Super built-up  Area,Ready To Move,1st Block Jayanagar,3 BHK,,1875,2,3,235
Super built-up  Area,Ready To Move,Kamakshipalya,4 BHK,,800,4,1,80
Super built-up  Area,Ready To Move,kanakapura road,3 BHK,,1375,2,3,48.06
Super built-up  Area,18-Jun,Ramagondanahalli,2 BHK,ViistLa,1235,2,1,46.8
Super built-up  Area,Ready To Move,Kaveri Nagar,1 BHK,,750,1,2,25
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1400,3,1,115
Super built-up  Area,Ready To Move,Poorna Pragna Layout,3 BHK,,1270,2,2,50.79
Super built-up  Area,18-Dec,Bannerghatta Road,2 BHK,,1105,2,1,51
Super built-up  Area,Ready To Move,Sundar Ram Shetty Nagar,3 BHK,NeendLe,1375,2,3,85
Plot  Area,Ready To Move,Attibele,4 Bedroom,,2168,4,2,95
Built-up  Area,Ready To Move,Gottigere,4 Bedroom,,1200,8,3,90
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Ulure S,1065,2,1,40.84
Plot  Area,Ready To Move,Sector 6 HSR Layout,3 Bedroom,,3800,3,0,580
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,4 Bedroom,,3125,9,,350
Super built-up  Area,Ready To Move,Whitefield,1 BHK,UKe 2nz,825,1,1,45
Built-up  Area,Ready To Move,Nelamangala,2 BHK,,1095,2,0,40
Plot  Area,Ready To Move,Ganga Nagar,3 Bedroom,,720,3,3,65
Super built-up  Area,18-Jul,Udayapur Village,3 BHK,Plowsri,1440,2,2,60.33
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,870,2,1,39.5
Super built-up  Area,Ready To Move,Panathur,2 BHK,Prcesvy,1195,2,1,84
Super built-up  Area,Ready To Move,"Kirloskar layout, Basaveshwarnagar",2 BHK,,1200,2,1,49.5
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Lancy R,1530,3,3,61.2
Super built-up  Area,17-Oct,Padmanabhanagar,3 BHK,,1708,2,1,90.5
Super built-up  Area,Ready To Move,Alfa Garden Layout,2 BHK,Saeina ,975,2,1,43
Built-up  Area,Ready To Move,KR Puram,2 BHK,,750,2,1,25
Plot  Area,Ready To Move,Gowdanapalya,4 Bedroom,,1200,8,2,190
Super built-up  Area,18-Dec,Iblur Village,3 BHK,DNionfl,1920,3,2,130
Plot  Area,Ready To Move,Nagarbhavi,6 Bedroom,,1200,5,2,240
Super built-up  Area,21-Dec,Thanisandra,2 BHK,Bhe 2ko,1183,2,1,58.56
Plot  Area,Ready To Move,Kothanur,4 Bedroom,,1140,4,1,90
Super built-up  Area,Ready To Move,Mico Layout,3 BHK,Inasy E,1550,2,2,65
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,Frides ,1110,2,3,53
Plot  Area,Ready To Move,NS Palya,4 Bedroom,,1500,10,3,165
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,SLireap,1105,2,1,38.67
Plot  Area,Ready To Move,Anekal,3 Bedroom,,1800,3,2,68
Super built-up  Area,Ready To Move,2nd Phase JP Nagar,5 BHK,,2800,4,2,200
Super built-up  Area,18-Jul,Bommanahalli,2 BHK,,1000,2,2,29.9
Built-up  Area,Ready To Move,Prithvi Layout,2 BHK,,1190,2,2,68
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4 Bedroom,,1350,4,1,200
Super built-up  Area,19-Oct,Hebbal,4 BHK,SNontle,3067,4,2,230
Super built-up  Area,18-May,Sarjapur  Road,3 BHK,PualeSk,1929,4,1,103
Built-up  Area,Ready To Move,Ramamurthy Nagar,3 BHK,SVyam N,1525,3,1,100
Super built-up  Area,Ready To Move,Nehru Nagar,3 BHK,Ceste C,1775,3,3,110
Built-up  Area,Ready To Move,Banashankari,2 BHK,Koestpt,1125,2,1,63
Super built-up  Area,Ready To Move,Hessarghatta,2 BHK,,900,2,2,42
Super built-up  Area,18-Mar,Sarjapur  Road,2 BHK,,1155,2,1,58
Built-up  Area,Ready To Move,Hulimavu,4 Bedroom,,1200,4,0,75
Super built-up  Area,Ready To Move,Sonnenahalli,2 BHK,Skacak ,1268,2,1,73
Built-up  Area,Ready To Move,Hoodi Layout,3 BHK,SVstos ,1500,3,2,88
Super built-up  Area,18-Jan,Electronic City,1 BHK,Prarkun,630,1,1,47
Super built-up  Area,Ready To Move,Seegehalli,3 BHK,Paoliy ,1525,3,2,65
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,Mebhaee,1060,2,2,48
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1687,3,3,127
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1847,3,2,123
Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1410,2,3,53
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,SrncyRe,1075,2,1,42.99
Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,PhestOn,3526,4,,492
Built-up  Area,Ready To Move,BTM Layout,3 Bedroom,,3000,3,0,338
Built-up  Area,18-Apr,Basavangudi,3 BHK,,1500,2,1,143
Built-up  Area,Ready To Move,Gaundanapalya,2 BHK,Sioma A,1010,2,2,46
Super built-up  Area,18-Jul,Haralur Road,3 BHK,SNnia E,1875,3,3,110
Plot  Area,Ready To Move,Arasanakunte,5 Bedroom,,1200,6,,137
Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,GolusLi,983,2,1,50.6
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,,1101,2,2,65
Super built-up  Area,Ready To Move,Laxmi Sagar Layout,2 BHK,DubowRa,1140,2,1,76
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Adeatlm,1215,2,2,110
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,,1007,2,3,42
Super built-up  Area,Ready To Move,Bellandur,3 BHK,SoderLa,2039,3,2,168
Built-up  Area,Ready To Move,Ulsoor,3 BHK,,1020,3,2,110
Super built-up  Area,Ready To Move,Outer Ring Road East,2 BHK,,1198,2,1,84
Built-up  Area,Ready To Move,5th block Koramangala,4 BHK,,4000,4,1,520
Plot  Area,Ready To Move,Nelamangala,4 Bedroom,,1470,4,2,34.5
Built-up  Area,Ready To Move,JakkurYelahanka,2 BHK,,1370,2,2,75
Super built-up  Area,Ready To Move,Yemlur,2 BHK,,1316,2,3,55.5
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Foity S,1350,3,1,55.5
Super built-up  Area,18-May,Gunjur Palya,2 BHK,,1050,2,1,43
Carpet  Area,Ready To Move,KR Puram,3 BHK,Jahidva,1005.03 - 1252.49,3,0,47.405
Super built-up  Area,Ready To Move,Electronic City,2 BHK,PrwarSa,921,2,1,34
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Rasom B,1010,2,1,49.27
Super built-up  Area,18-Jun,KR Puram,2 BHK,MCnexva,1015,2,1,43
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,,1200,2,0,66.5
Built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1179,2,1,75
Built-up  Area,Ready To Move,Anjanapura,4 BHK,,1850,4,2,86
Super built-up  Area,Ready To Move,Kammasandra,2 BHK,Prarkhi,870,2,1,24
Super built-up  Area,Ready To Move,Bellandur,3 BHK,,1605,3,2,85
Plot  Area,Ready To Move,Banashankari Stage VI,4 Bedroom,,2800,4,2,89
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2475,4,3,320
Plot  Area,Ready To Move,Ngef Layout,2 Bedroom,,3000,2,0,510
Plot  Area,Ready To Move,Bileshivale,6 Bedroom,,2400,7,2,110
Super built-up  Area,Ready To Move,2nd Phase JP Nagar,2 BHK,Gintsar,1000,1,1,55
Plot  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,,1200,2,0,80
Plot  Area,Ready To Move,Manjunatha Layout,2 Bedroom,,1200,2,2,125
Plot  Area,18-May,Kammasandra,2 Bedroom,Daden G,1200,2,1,66
Built-up  Area,Ready To Move,Kashi Nagar,2 BHK,,1200,2,2,50
Super built-up  Area,Ready To Move,Hennur,2 BHK,Shateor,1255,2,1,57.5
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,Collsrn,1085,2,2,30.38
Super built-up  Area,19-Jul,Kanakpura Road,3 BHK,Soazak ,1592,3,,125
Super built-up  Area,18-Nov,B Narayanapura,2 BHK,,1313,2,1,58.27
Super built-up  Area,21-May,Kogilu,3 BHK,Sourtal,1934,3,2,150
Super built-up  Area,Ready To Move,Harlur,2 BHK,Sancyi ,1200,2,1,49.5
Super built-up  Area,Ready To Move,Uttarahalli,6 BHK,PoetyHo,3600,6,2,120
Super built-up  Area,19-Dec,Old Madras Road,2 BHK,SheldGr,935,2,1,45
Built-up  Area,Ready To Move,Bommasandra,2 BHK,Vaodspe,877,2,2,30
Super built-up  Area,Ready To Move,Ashwathnagar,2 BHK,GMentAp,936,2,2,42
Super built-up  Area,Ready To Move,Nagasandra,3 BHK,,1470,2,2,110
Built-up  Area,Ready To Move,Upkar Layout,1 Bedroom,,1050,1,1,70
Super built-up  Area,19-Mar,Hennur Road,2 BHK,Puachal,1232,2,0,69.61
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,2225,4,2,169
Plot  Area,Ready To Move,Sunkadakatte,3 Bedroom,,1200,2,0,80
Super built-up  Area,Ready To Move,Dasarahalli,3 BHK,Sooneoo,1901,3,2,119
Super built-up  Area,18-Dec,Sarjapur  Road,3 BHK,Klark L,1819,3,2,100
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,3 BHK,,1464,3,2,56
Plot  Area,Immediate Possession,Banashankari,,,2400,,,460
Super built-up  Area,Ready To Move,Old Madras Road,4 BHK,Brica E,3630 - 3800,6,0,200.5
Built-up  Area,Ready To Move,9th Phase JP Nagar,4 BHK,ImiteEl,5000,4,3,290
Super built-up  Area,Ready To Move,Someshwara Layout,4 BHK,,1200,4,3,169
Super built-up  Area,Ready To Move,Kacharakanahalli,2 BHK,,1256,2,1,60
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1100,2,2,44
Plot  Area,Ready To Move,TC Palaya,4 Bedroom,,4800,3,3,302
Super built-up  Area,Ready To Move,Kothanur,3 BHK,,1435,3,3,70
Super built-up  Area,Ready To Move,6th Phase JP Nagar,4 BHK,,3245,4,,250
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Ceiti I,1845,4,1,110
Plot  Area,Ready To Move,Jigani,3 Bedroom,,2400,4,1,130
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,NRosete,1140,2,2,46
Super built-up  Area,18-Feb,Ulsoor,2 BHK,,1200,2,0,60
Super built-up  Area,18-Aug,Talaghattapura,3 BHK,Sodgere,2254,3,2,170
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,Asareur,1750,3,2,150
Built-up  Area,Ready To Move,Jalahalli West,2 BHK,Caiseha,1020,2,1,37
Built-up  Area,Ready To Move,Bommanahalli,1 BHK,,515,1,1,25
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1893,3,2,140
Super built-up  Area,Ready To Move,Vasanth nagar,3 BHK,Pricae ,3025,3,0,500
Built-up  Area,Ready To Move,Suddaguntepalya,2 BHK,,830,2,0,34
Built-up  Area,Ready To Move,Singasandra,2 Bedroom,,600,2,1,36.5
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2,1,90
Plot  Area,Ready To Move,Kathreguppe,4 Bedroom,,3200,4,2,1200
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,HMonymp,1200,2,1,78
Super built-up  Area,19-Oct,Sarjapur  Road,2 BHK,Brareio,1233,2,2,77.65
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,SNity S,1255,2,2,65.26
Super built-up  Area,Ready To Move,Begur Road,2 BHK,,1200,2,2,37.8
Super built-up  Area,Ready To Move,Varthur,3 BHK,,2145,3,2,175
Built-up  Area,Ready To Move,1st Phase JP Nagar,5 Bedroom,,1500,5,,85
Built-up  Area,Ready To Move,Kothannur,2 BHK,,740,2,1,34
Super built-up  Area,Ready To Move,Kengeri,3 BHK,,1250,3,3,48
Super built-up  Area,Ready To Move,Channasandra Layout,2 BHK,,1210,2,2,40
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Shthi S,1525,2,2,60
Built-up  Area,Ready To Move,Kogilu,1 Bedroom,,540,1,0,36
Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,Sahtsva,1240,2,1,84
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,1245,2,1,68
Plot  Area,Ready To Move,HAL 3rd Stage,3 Bedroom,,1865,3,3,350
Super built-up  Area,18-Mar,Hosa Road,2 BHK,Akvam P,1004 - 1204,2,0,36.43
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2,1,35.99
Built-up  Area,18-May,Nagavara,2 BHK,,2200,2,1,55
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SrireSo,1155,2,1,60
Super built-up  Area,Ready To Move,Doctors Layout,2 BHK,Mavelr ,1520,2,3,62
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,3122,6,2,245
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1290,2,1,85
Built-up  Area,Ready To Move,1st Block HRBR Layout,3 BHK,,2300,3,,80
Built-up  Area,Ready To Move,Kannamangala,4 Bedroom,,3000,4,0,200
Super built-up  Area,Ready To Move,Whitefield,4 BHK,Haestt ,361.33Sq. Yards,4,,270
Built-up  Area,Ready To Move,Austin Town,1 BHK,,400,1,0,14
Super built-up  Area,Ready To Move,Banashankari,3 BHK,,1340,2,3,53.6
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,SrntsRV,900,2,1,95
Plot  Area,Ready To Move,Rajaji Nagar,6 Bedroom,,1800,4,,324
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Koagati,987,2,1,49
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Brglede,1720,3,2,100
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Ratlet ,1040,2,1,50
Built-up  Area,Ready To Move,Anandapura,2 Bedroom,,900,2,0,64
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Neess P,1030,2,1,50
Super built-up  Area,Ready To Move,Neeladri Nagar,3 BHK,GeereEc,2556,3,2,133
Super built-up  Area,Ready To Move,Basavangudi,3 BHK,KuisePa,1850,3,1,168
Plot  Area,Ready To Move,Kaval Byrasandra,4 Bedroom,,750,4,3,110
Super built-up  Area,18-Apr,Balagere,2 BHK,,1028,2,1,31.86
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1270,2,1,83
Built-up  Area,18-Mar,Sahakara Nagar,3 BHK,,1655,3,1,115
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,,940,2,1,40
Super built-up  Area,Ready To Move,Domlur,2 BHK,IBictnd,1050,2,2,85
Plot  Area,Ready To Move,Rajagopala Nagar,4 Bedroom,,600,4,1,40
Super built-up  Area,18-Apr,Vishwapriya Nagar,2 BHK,Aaniaa ,946,2,1,38
Built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,VeSkyva,1726,3,3,145
Super built-up  Area,Ready To Move,Sarakki Nagar,3 BHK,Sowerew,2121,4,3,253
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1404,2,1,75
Super built-up  Area,Ready To Move,Sarjapur,3 BHK,,1525,2,2,48
Super built-up  Area,Ready To Move,Kengeri,2 BHK,Vaens G,1025,2,2,57
Plot  Area,Ready To Move,Bahubali Nagar,5 Bedroom,,1575,4,0,150
Built-up  Area,Ready To Move,RMV 2nd Stage,2 BHK,,860,1,1,43
Super built-up  Area,Ready To Move,Talaghattapura,3 BHK,,1223,2,1,42.81
Super built-up  Area,Ready To Move,Lottegolla Halli,4 BHK,AnialPa,3750,3,,550
Super built-up  Area,Ready To Move,Kothannur,2 BHK,,1197,2,1,47.8
Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,,1150,2,1,52.75
Built-up  Area,Ready To Move,Kodbisanhalli,4 Bedroom,Diaste ,4800,5,3,629
Super built-up  Area,Ready To Move,R.T. Nagar,2 BHK,Dhows M,1040,2,2,46
Super built-up  Area,18-May,Banashankari,2 BHK,Bregae ,1310,2,2,80
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Baveles,1788,3,2,98.34
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1144,2,2,38.55
Super built-up  Area,18-Jul,Anjanapura,2 BHK,,1070,2,2,39
Super built-up  Area,Ready To Move,Nandini Layout,2 BHK,,1200,2,2,70
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,,1862,3,2,120
Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,,1200,2,1,58.5
Super built-up  Area,Ready To Move,Begur Road,2 BHK,,970,2,2,27
Super built-up  Area,19-Mar,Kasavanhalli,3 BHK,Oca 2 V,1646,3,2,79.5
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Klark L,4395,4,2,242
Plot  Area,Ready To Move,Vibhutipura Extension,5 Bedroom,,1200,4,1,100
Super built-up  Area,18-Dec,Iblur Village,3 BHK,DNionfl,1995,3,2,135
Plot  Area,Ready To Move,1st Block Jayanagar,4 Bedroom,,2400,4,2,450
Super built-up  Area,18-Dec,Hosakerehalli,2 BHK,Maunt M,1085,2,1,47.74
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1139,2,2,56.8
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1092,2,2,44
Super built-up  Area,Ready To Move,Pattandur Agrahara,3 BHK,MaidoPl,1767,3,2,98
Built-up  Area,Ready To Move,HMT Layout,3 BHK,,1700,3,,80
Super built-up  Area,Ready To Move,Bellandur,3 BHK,Maonsrn,1692,3,2,88
Built-up  Area,Ready To Move,6th Phase JP Nagar,3 BHK,,1645,3,3,100
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1345,2,1,57
Super built-up  Area,Ready To Move,Basapura,2 BHK,Krtiqa ,1100,2,1,60
Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,3 BHK,Mauner ,1408,3,3,62
Plot  Area,Ready To Move,Banashankari Stage III,4 Bedroom,,2400,4,1,240
Plot  Area,Ready To Move,Kadugodi,4 Bedroom,,1920,4,2,200
Plot  Area,Ready To Move,Bileshivale,5 Bedroom,LGDewke,6040,4,,170
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4,2,150
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,Maens G,1420,2,1,158
Plot  Area,Ready To Move,Electronics City Phase 1,3 Bedroom,,2040,3,2,137
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,1220,3,2,56
Plot  Area,Ready To Move,8th Phase JP Nagar,4 Bedroom,,1200,4,2,145
Super built-up  Area,Ready To Move,B Channasandra,2 BHK,,1300,2,1,79
Super built-up  Area,21-Aug,Electronics City Phase 1,2 BHK,,1150,2,2,39
Super built-up  Area,Ready To Move,KR Puram,2 BHK,,1470,2,2,86
Super built-up  Area,18-May,Hosa Road,2 BHK,SStusan,1063,2,1,31.9
Super built-up  Area,Ready To Move,Harappanahalli,2 BHK,,1311,2,2,48
Super built-up  Area,Ready To Move,Dollars Colony,4 BHK,,3500,4,3,350
Plot  Area,Ready To Move,Nagarbhavi,4 Bedroom,,600,2,1,100
Super built-up  Area,Ready To Move,Arehalli,3 BHK,,1400,2,2,55
Built-up  Area,16-Mar,Kanakpura Road,2 Bedroom,,2200,2,0,62
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,MenueNo,1430,2,2,56
Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,,1060,2,2,55
Built-up  Area,Ready To Move,Cambridge  road,3 BHK,,1000,2,0,110
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,3 BHK,Saitya ,1760,3,2,145
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Suent V,2010,3,3,92
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Wiowsri,1480,2,2,64.23
Super built-up  Area,18-Jun,8th Phase JP Nagar,3 BHK,,1230,2,2,43.5
Super built-up  Area,Ready To Move,Gottigere,3 BHK,,1300,3,3,65
Plot  Area,Ready To Move,Vajarahalli,4 Bedroom,,800,4,0,120
Super built-up  Area,Ready To Move,Frazer Town,4 BHK,Meentan,4850,6,2,385
Super built-up  Area,Ready To Move,Singasandra,2 BHK,GRe 2iv,1100,2,1,52
Super built-up  Area,Ready To Move,Harlur,3 BHK,SosicCl,1752.12,3,2,116
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,957,2,1,46.9
Super built-up  Area,20-Jan,Balagere,1 BHK,Soresea,645 - 936,1,0,41.9
Built-up  Area,Ready To Move,Hennur Gardens,3 BHK,PlhtsHe,1942,3,2,102
Built-up  Area,Ready To Move,Ashirvad Colony,2 BHK,Swhtsna,1000,2,2,53
Super built-up  Area,Ready To Move,Yeshwanthpur,1 BHK,IBityin,668,1,1,36.85
Plot  Area,Ready To Move,Cholanayakanahalli,5 Bedroom,,3000,6,3,1000
Plot  Area,Ready To Move,Nagarbhavi,3 Bedroom,,600,2,1,80
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1089,2,1,43.55
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,R ra  R,1800,3,3,90
Super built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,,960,2,1,18
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Pyikad ,1036,2,3,39.35
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,PueraRi,1583,3,3,105
Built-up  Area,Ready To Move,7th Phase JP Nagar,4 Bedroom,,3300,4,0,150
Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,Bhise P,1100,2,2,65
Plot  Area,Ready To Move,Thyagaraja Nagar,1 Bedroom,,800,1,1,100
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1246,2,1,65
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,SaisePa,850,2,3,28
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1196,2,2,51.51
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1697,3,2,114
Built-up  Area,Ready To Move,TC Palaya,2 Bedroom,,1000,2,0,64
Super built-up  Area,Ready To Move,HRBR Layout,3 BHK,,1567,3,3,90
Plot  Area,19-Jan,Anekal,2 Bedroom,,1200,1,1,36
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Co IIla,3750,6,3,290
Super built-up  Area,Ready To Move,Veerannapalya,2 BHK,,950,2,2,45
Super built-up  Area,Ready To Move,Howthinarayanappa Garden,2 BHK,Vidil D,1022,2,2,52
Super built-up  Area,Ready To Move,Kammasandra,2 BHK,PaigeMa,1018,2,0,23.45
Plot  Area,Ready To Move,Basavanagara,4 Bedroom,,2000,3,2,25
Super built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,FoapeWa,1322,2,2,68
Plot  Area,Ready To Move,Marsur,4 Bedroom,AreraRe,1800,4,2,145
Super built-up  Area,Ready To Move,Doddakallasandra,3 BHK,,1460,2,2,58.39
Super built-up  Area,18-May,SRINIVASAPURA,2 BHK,,990,2,1,44.55
Built-up  Area,Ready To Move,Cambridge Layout,3 BHK,Sancybr,2400,3,1,260
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Lallere,1635,2,2,85
Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,PhestOn,3526,4,1,558
Built-up  Area,Ready To Move,Padmanabhanagar,4 Bedroom,,3400,3,1,210
Built-up  Area,Ready To Move,Ramakrishnappa Layout,3 BHK,PeBayle,2770,3,1,460
Super built-up  Area,Ready To Move,EPIP Zone,4 BHK,BrontLa,2710 - 3360,5,0,200
